, UID       , Nat       , 2nd Nat   , Name                                  ,           ,           ,           ,
, 2002219243, GER       ,           , David Huber                           , 1         , 8         , 0         ,
, 2002219242, GER       ,           , Denis Jänicke                         , 1         , 3         , 0         ,
, 2002219241, GER       ,           , Simon Maronn                          , 1         , 2         , 0         ,
, 2002219240, GER       ,           , Nils Gesien                           , 1         , 12        , 0         ,
, 2002219239, GER       ,           , Paul Sander                           , 2         , 9         , 0         ,
, 2002219238, GER       ,           , Dominik Schäfer                       , 2         , 11        , 0         ,
, 2002219237, GER       ,           , Leo Dahm                              , 3         , 11        , 0         ,
, 2002219236, GER       ,           , Georg Bachmeier                       , 1         , 4         , 0         ,
, 2002219235, GER       ,           , Dominik Rietentiet                    , 3         , 18        , 0         ,
, 2002219234, GER       ,           , Benedikt Pett                         , 1         , 12        , 0         ,
, 2002219230, GER       ,           , Ricardo Hodel                         , 1         , 3         , 0         ,
, 2002219229, GER       , IRN       , Ahad Taheri                           , 3         , 16        , 2         ,
, 2002219228, GER       , CIV       , Kouassi Pépé                          , 1         , 15        , 3         ,
, 2002219227, GER       ,           , Dritan Junk                           , 1         , 9         , 0         ,
, 2002219226, GER       , ENG       , Kieran Robinson                       , 1         , 9         , 0         ,
, 2002219222, FRA       , GER       , Vivian Jaureguiberry                  , 3         , 5         , 1         ,
, 2002219221, GER       , POR       , José Carapina                         , 2         , 16        , 1         ,
, 2002219220, GER       ,           , Hendrik Kraus                         , 1         , 12        , 0         ,
, 2002219219, GER       ,           , Oliver Ambrosch                       , 3         , 3         , 0         ,
, 2002219218, TUR       , GER       , Necip Can                             , 2         , 5         , 2         ,
, 2002219217, GER       , BIH       , Luka Bajrić                           , 2         , 3         , 0         ,
, 2002219216, GER       , ALB       , Skerdi Prifti                         , 1         , 15        , 1         ,
, 2002219215, GER       ,           , Lucas Bräutigam                       , 1         , 7         , 0         ,
, 2002219214, GER       ,           , Alexander Blaser                      , 1         , 2         , 0         ,
, 2002219213, ARM       , GER       , Arman Arakelyan                       , 1         , 12        , 2         ,
, 2002219212, GER       , IRN       , Ali Salehi                            , 2         , 15        , 2         ,
, 2002219211, GER       , ALG       , Younes Saïb                           , 2         , 5         , 2         ,
, 2002219210, GER       , CIV       , Simon Koné                            , 1         , 5         , 3         ,
, 2002219206, GER       ,           , Adam Hörst                            , 1         , 11        , 0         ,
, 2002219205, GER       , ALB       , Julian Bilangu                        , 1         , 5         , 1         ,
, 2002219204, GER       , POL       , Marcel Jagiełło                       , 1         , 16        , 0         ,
, 2002219203, GER       ,           , Dennis Gerber                         , 3         , 3         , 0         ,
, 2002219202, GER       ,           , Phillipp Hesl                         , 2         , 12        , 0         ,
, 2002219201, CRO       , GER       , Julius Deinlein                       , 1         , 7         , 0         ,
, 2002219200, GHA       , GER       , Stephen Arthur                        , 1         , 5         , 3         ,
, 2002219199, CRO       , GER       , Antonio Vujčić                        , 3         , 3         , 0         ,
, 2002219198, TUR       , GER       , Musa Öztürk                           , 1         , 15        , 2         ,
, 2002219197, FRA       , GER       , Christian Faucher                     , 2         , 1         , 0         ,
, 2002219196, GER       ,           , Julian Westendorf                     , 2         , 12        , 0         ,
, 2002219195, GER       , RUS       , Anton Kirsanov                        , 3         , 12        , 0         ,
, 2002219191, POL       , GER       , Tomasz Musiał                         , 2         , 5         , 0         ,
, 2002219190, GER       , POL       , Piotr Hołda                           , 1         , 5         , 0         ,
, 2002219189, GER       ,           , Mirko Bienioßek                       , 1         , 9         , 0         ,
, 2002219188, GER       , NGA       , Denis Innocent                        , 3         , 5         , 3         ,
